31,B31000,Baklava,"Ius te case mutat, dicam euripidis vituperatoribus cu eam, has suscipit mediocrem conceptam ne. Te everti definitionem usu. Vix ceteros facilisis ne, usu eligendi percipit dignissim at. Case theophrastus est ne. Deleniti perfecto quo id. Est te causae labitur feugait, modo adolescens at sit.",3.1,0,700_3473780
32,C32000,Chocolate Fondue,"In qui quidam iriure, ex aliquip principes pri, at cum augue expetenda patrioque. Has duis facete te, duo sint omnis ex. Soluta labitur id eam, utroque inciderint te vel. Mel mazim labitur offendit id. Primis legendos est no, docendi aliquando pri ad, ut fugit facete nusquam mei. Pri iusto viris forensibus cu, nec rebum deseruisse in, facilisi lobortis ne vel.",3.2,0,430_3150132
33,S33000,Strawberry Shortcake,"Ad pri unum erant essent. Elitr tollit corrumpit id sed, justo atomorum pertinacia usu cu. Sed te falli fierent pertinacia, docendi democritum at sit. Sit ex percipit postulant, et vero adolescens vis.",3.3,0,185_2577502
34,A34000,Apple Pie a la Mode,"Omnis voluptaria quo eu, mel ei invenire iudicabit, ut vel solet mnesarchum cotidieque. Eam cu consulatu argumentum, qui ignota dolorum id, debitis epicuri lobortis ad sit. Nam te discere docendi suscipiantur. Mutat dicam contentiones pro eu, eam ut harum aeterno. Mea dicam tantas aliquam ut. An tota suavitate nec, ea vix assum reprimique, pri error suscipit reprehendunt ei.",3.4,0,167_2835774
35,N35000,Neapolitan Ice Cream,"Nam id congue albucius efficiantur, eleifend assueverit sea in. Sumo erroribus in ius, no eos ponderum gloriatur, cetero numquam posidonium ne pro. Te vim tempor temporibus mediocritatem, nec ex phaedrum intellegam. Cu est dicant intellegat pertinacia. Veri audire probatus in vel, his dicat errem timeam cu. Nam facilis facilisis qualisque ne, sed ad diam idque iudicabit. An est tale assum constituto.",3.5,0,185_2577502
36,C36000,Cinnamon Roll,"Possit viderer quo te. Eros ridens oporteat ex pro. Molestiae sententiae ex duo, accumsan pertinacia has in. Cum postulant rationibus no, mel vide inani ad. Duo ei discere commune posidonium. Cum at legimus perfecto eleifend.",3.6,0,185_2577502
37,G37000,Gingerbread Cookies,"Qui rebum movet te, aliquam verterem ei quo, amet noluisse definiebas ex vis. Te ridens eligendi ponderum usu, exerci dictas vix ad. Per congue maluisset no. Mel fabellas detraxit mandamus at.",3.7,0,430_3151480
38,G38000,Gingerbread Dude,"Dicat possim iriure ei mel. Laudem verterem vel te. Per ut invidunt neglegentur, liber invidunt cu sit. Nam modus nostrum delicatissimi ad, putent apeirian electram his cu. An veritus epicurei cum, ei facete sensibus vim.",3.8,0,430_3151480
39,B39000,Bread Pudding   ,"Modus volumus sed an, id ius alienum persequeris. Ex pri malis altera praesent, cu has tantas virtute dignissim. Ex his omnium electram, at quod aliquid laoreet sea. Ea invenire consequat duo. Ex vis prima mentitum. Ius omnes affert te. Ne vel ludus audiam dissentias.",3.9,0,430_3151480
40,C40000,Coconut Custard Pie,"Ullum doctus vix at, prompta apeirian vituperatoribus eu mei. Te adhuc oratio perfecto has, ei option corpora sea, adipisci principes at est. Nam te graeco omnium laboramus, duis impedit scribentur has id. Enim aeque aliquid nec ad, duo eirmod aliquam interesset cu.",4,0,430_3151480
41,C41000,Coconut Macaroon,"At augue torquatos signiferumque pro, ipsum definitionem nec id, eu noster lobortis vis. At vel laudem admodum officiis, te nam numquam maluisset. Solum antiopam platonem per at, vidit idque volutpat at pri. Debet oratio tation sit ut, cu discere feugait his, choro utamur vocibus eam an. Torquatos dissentiet ne ius, et doming aliquam vix.",4.1,0,326_2841738
42,I42000,Ice Cream Cone,"Sea sumo omittam torquatos cu, qui et feugait tractatos iracundia. Mea ex porro legere oportere, nominavi percipit qui id, nam minimum voluptaria instructior ut. Detraxit recusabo inimicus in eam, fastidii deseruisse ea duo. Eos alii prima te, cibo epicurei accusamus an nec. In has enim aliquip accommodare, ut scriptorem liberavisse necessitatibus eam, his ei falli iriure disputando. Veri mnesarchum has te, iisque tacimates sit no.",4.2,0,700_3473780
43,M43000,Mint Chocolate Milk Shake,"Essent tractatos ei vel, nam tibique maiestatis an. Petentium reprimique at quo, te qui mentitum philosophia. Ut sea quas libris liberavisse, tantas omittantur vituperatoribus no nec, erat intellegat efficiantur sea et. Eam ne quas dolorem voluptua, ea dicunt eleifend efficiendi est. No sea oratio voluptatum accommodare. Usu ex brute fabulas. Cu vis dico homero deterruisset, oratio percipitur id vel.",4.3,0,700_3473780
44,P44000,Pecan Pie,"At viris doming assueverit vim, rebum graeci omnesque cum cu, ea doctus dissentias nec. Ex eros animal sententiae est, meis volumus mnesarchum mel te. Sed et utroque perfecto, eum in nonumy convenire neglegentur. Inermis omittam ad vix. Eu quo eruditi intellegat efficiendi. Nonumy consequat ne est, qui legere perpetua sadipscing ex, perfecto theophrastus conclusionemque mea eu. Volumus detraxit in mea.",4.4,0,185_2577502
45,S45000,Smores,"Vim quot dolore probatus ne, quo impetus iuvaret in, ei est soleat persius. Fierent singulis accusamus ei mei, omittam honestatis cum ad, has dicant prompta id. Ut mutat libris discere pro, per tale suas ancillae ad, qui omnis postea eu. Vix justo molestie temporibus ne, id nam sumo molestiae deseruisse, illud facete lucilius est ei.",4.5,0,167_2835774
46,B46000,Black Forest Cake,"Ex ius minim invidunt patrioque, utamur disputando theophrastus usu et. Ea sit nobis doming delicata. Ludus inimicus ad nam, nullam accusam te eos. Ex eum saepe salutandi principes, justo vulputate mei te, mei te solet veniam labores. Vix te nobis lucilius, aeterno vocibus vim no, utamur copiosae ei sea. No ius inciderint concludaturque, usu ut nostrud scaevola. Id ius quod audire, no sit nulla noster praesent, wisi torquatos voluptaria eam id.",4.6,0,167_2835774
47,F47000,Fruit Cake,"Audiam dissentias pri no. Vel oratio nominati evertitur an, est ad case debet disputando. Ut eum liber dolores. Exerci tempor delectus ea vim, odio purto assueverit eos ut, at quo denique lucilius. Eam id diam nostrud inciderint, his id quaeque probatus deterruisset. Elit virtute an vim, patrioque sententiae scriptorem an pri.",4.7,0,326_2841738
48,P48000,Pumpkin Nut Bread,"Per altera sanctus eu. Patrioque forensibus nec ex, te sit abhorreant deseruisse. Ut pro eius accusamus definitionem, enim necessitatibus ut has. Pro et enim ullum laoreet. Duo ea salutatus concludaturque, eu veri justo affert nam. Pro purto tractatos id, eu vix latine neglegentur.",4.8,0,430_3150132
49,P49000,Pumpkin Pie,"Cum assum splendide vituperatoribus ne, pri eros veritus denique cu. Cum meliore fuisset ad, cum ei vitae labore nusquam. Te movet vitae usu, vix ei possim vocent euripidis. Ea utroque disputando concludaturque eum, alia ancillae adolescens eos cu. Et legere appareat suavitate qui, dolore explicari mel at.",4.9,0,700_3473780
50,P50000,Pumpkin Ice Cream,"Nec ei elitr accusam torquatos. Eu eos dicit pertinacia. Eu quando torquatos quo, quod tollit phaedrum te vis. An quo assum iudico, duo probo atomorum et. Est eros partem corrumpit ad, est ei zril choro.",5,0,700_3473780
51,R51000,Rhubarb Crumble,"Decore mandamus recteque eos in. In saepe aliquid mea. Cu sed labitur facilisi. Eu maiorum tibique mei, percipit persecuti incorrupte ea usu. Te sumo meis scriptorem usu. Duis deterruisset his in, augue intellegat sadipscing mei te.",5.1,0,430_3151480
52,C52000,Carrot Cake,"Saepe recteque te per, sit id dicat maluisset. An sint quando tincidunt nam, mei in ferri aliquando. An diam meis aliquando mea, eu quo brute illud elitr. Vix in quot possit forensibus. Vix primis constituam ad, est possim accusata ut, nulla atomorum indoctum ea nec.",5.2,0,167_2835774
53,I53000,Ice Cream Cake,"Eam et vitae diceret. Tota summo eruditi ea eam. Ut hendrerit constituto repudiandae eos, his noster timeam singulis in, audire bonorum appetere at vel. Ius paulo praesent ad, duo at graecis accusam.",5.3,0,700_3473780
54,B54000,Baked Alaska,"Cu fierent sadipscing eos, ferri liberavisse et eos. Vide malis ei eum, at his alia posse omittantur, at his legere eruditi. Omnesque laboramus sententiae ad sea, ut zril solet consectetuer quo. Vitae feugiat ut usu, cum eu sanctus maiestatis voluptaria, pri id graeci facete adipisci. Sit ei dicam audiam feugiat, eum denique definiebas consequuntur in.",5.4,0,430_3150132
55,I55000,Ice Cream Sandwich,"Voluptaria philosophia ut pri, errem possim cu mea. Eam id fugit admodum. Per eu sonet nostro luptatum, an eum doming causae complectitur. Ad his constituam signiferumque, ei sed ridens graecis indoctum, mei doming copiosae ex. Qui ne audiam integre neglegentur, decore nonumy atomorum et sit.",5.5,0,326_2841738
56,H56000,Hot Fudge Sundae,"Ridens integre delicatissimi nec cu. Nec id graece aliquid. Elitr lucilius senserit ad cum, ferri reprimique dissentias in vel. Ne natum omnis omnesque eos, in essent numquam ancillae eam, te sale dicam quo.",5.6,0,430_3151480
57,P57000,Pecan Praline Ice Cream,"Nam ornatus accusata similique ut, quo ignota dolores cu. Offendit invidunt sit ut, has ne quot decore. Usu ad sumo illud luptatum, dicat nostrud urbanitas pro te. Mel epicuri aliquando ei, audiam scripserit vis id. Veri simul et sit. Affert salutatus id cum, idque labore equidem ei mei.",5.7,0,95_2542284
58,B58000,Banana Split,"Veri intellegebat pro ne, solet dictas duo ea. Eam id assum epicurei moderatius, ferri graeco delenit an vis. Ius iisque vidisse blandit ut, unum detracto eos ad. Patrioque iracundia sententiae mei et, omnis veritus fabellas et mea.",5.8,0,167_2835774
59,B59000,Boston Cream Pie,"Impetus habemus torquatos quo ea, mei cu option consequat. Rationibus voluptatum ea mea, etiam patrioque ad usu, sea ei autem detracto recusabo. Enim delenit eam ea, mel ei electram postulant. Eam an liber ubique.",5.9,0,430_3151480
60,B60000,Banana Bread,"Ei mei mazim mandamus moderatius, vocent deserunt no mea, eros sapientem disputationi ea nec. Magna voluptua posidonium eu sit, has amet invenire consequuntur ut, ea quidam cotidieque instructior vel. Eos at augue causae mediocritatem. Natum aperiri sapientem vix ea. Vidit congue nostrud quo an, ad simul euismod ancillae cum.",6,0,430_3151480
61,C61000,Chocolate Layer Cake,"Integre signiferumque mediocritatem per an, quot ignota an pro, sea tollit mediocrem at. Regione eruditi sea te, ei est euismod platonem, fabulas honestatis repudiandae cum id. Nam vocibus mandamus id, mel ea oratio nostro alienum. Mei ex epicuri constituto, duo zril mediocritatem ad, duo utamur numquam scriptorem ex. Harum oblique mea et.",6.1,0,326_2841738
62,S62000,Shortbread Cookies,"Mel inani consequat ex, consequat reformidans referrentur ut mei, eu dolorum scaevola eos. Ei mea dicat dolorem volutpat, in regione oportere per. Ferri atomorum incorrupte in vim, id elit summo sit, vim sumo partiendo posidonium ea. Ne eius dicunt vocent cum, no quodsi prompta pericula his, cu animal ceteros per. Sit cu movet bonorum, ponderum concludaturque sea at. Id inani populo inciderint sit, paulo mucius definiebas id sit.",6.2,0,185_2577502
63,O63000,Oreo Cookies,"An everti oblique qui, dolor tibique insolens nam ut. An porro albucius gloriatur his. Cum ex zril elaboraret. Sit ei labitur propriae liberavisse, an est malorum vivendo molestiae, sea ad modo congue detracto.",6.3,0,326_2841738
64,P64000,Pop Tarts,"Eos labore consectetuer et, etiam iriure sed an, quidam aperiri honestatis at eum. Impetus praesent reformidans nam ex. Nonumy laudem per ad, at homero consul necessitatibus mea. Luptatum intellegebat ius id, ne sit ferri placerat dignissim.",6.4,0,430_3151480
